,BulkSampleID,ArchiveSampleID,Robot Sample ID,Library ID,FastQ File ID,DepthSampledCalTape
0,ISL22-18,LV3005272613,LV7005365952,LV7008955290,LV7008955290-LV7005365952-LV3005272613,116.5
1,ISL22-18,LV3005272654,LV7005365960,LV7008955302,LV7008955302-LV7005365960-LV3005272654,122
2,ISL21_12_1,LV3005272493,LV6000198586,LV7008955346,LV7008955346-LV6000198586-LV3005272493,100
3,ISL21_11,LV3005273615,LV6000197537,LV7008955322,LV7008955322-LV6000197537-LV3005273615,106
4,ISL21_14B,LV3005272365,LV6000198585,LV7008955262,LV7008955262-LV6000198585-LV3005272365,110.5
5,ISL22-20.3B,LV3005273006,LV6000198906,,,380.5
6,ISL22-20.3B,LV3005273006,LV6000198906,LV7008961027,LV7008961027-LV6000198906-LV3005273006,380.5
7,ISL22-20.3B,LV3005273024,LV6000198914,,,384
8,ISL22-20.3B,LV3005273024,LV6000198914,LV7008961039,LV7008961039-LV6000198914-LV3005273024,384
9,ISL22-20.3B,LV3005273032,LV6000198875,,,387
10,ISL22-20.3B,LV3005273032,LV6000198875,LV7008961051,LV7008961051-LV6000198875-LV3005273032,387
11,ISL22-20.3B,LV3005273005,LV6000198883,,,390.5
12,ISL22-20.3B,LV3005273005,LV6000198883,LV7008961063,LV7008961063-LV6000198883-LV3005273005,390.5
13,ISL22-20.3B,LV3005273031,LV6000198891,,,393.5
14,ISL22-20.3B,LV3005273031,LV6000198891,LV7008961075,LV7008961075-LV6000198891-LV3005273031,393.5
15,ISL22-20.3B,LV3005273014,LV6000198899,,,396.5
16,ISL22-20.3B,LV3005273014,LV6000198899,LV7008961087,LV7008961087-LV6000198899-LV3005273014,396.5
17,ISL22-20.3B,LV3005273019,LV6000198907,,,399.5
18,ISL22-20.3B,LV3005273019,LV6000198907,LV7008961002,LV7008961002-LV6000198907-LV3005273019,399.5
19,ISL22-20.6,LV3005273002,LV6000198915,,,402
20,ISL22-20.6,LV3005273002,LV6000198915,LV7008961014,LV7008961014-LV6000198915-LV3005273002,402
21,ISL22-20.6,LV3005273029,LV6000198876,,,405
22,ISL22-20.6,LV3005273029,LV6000198876,LV7008961026,LV7008961026-LV6000198876-LV3005273029,405
23,ISL22-20.6,LV3005273012,LV6000198884,,,408
24,ISL22-20.6,LV3005273012,LV6000198884,LV7008961038,LV7008961038-LV6000198884-LV3005273012,408
25,ISL22-20.6,LV3005274006,LV6000198892,,,414.5
26,ISL22-20.6,LV3005274006,LV6000198892,LV7008961050,LV7008961050-LV6000198892-LV3005274006,414.5
27,ISL22-20.6,LV3005274007,LV6000198900,,,421
28,ISL22-20.6,LV3005274007,LV6000198900,LV7008961062,LV7008961062-LV6000198900-LV3005274007,421
29,ISL22-20.6,LV3005274022,LV6000198908,,,427
30,ISL22-20.6,LV3005274022,LV6000198908,LV7008961074,LV7008961074-LV6000198908-LV3005274022,427
31,ISL22-20.6,LV3005274023,LV6000198916,,,433.5
32,ISL22-20.6,LV3005274023,LV6000198916,LV7008961086,LV7008961086-LV6000198916-LV3005274023,433.5
33,ISL22-20.6,LV3005274011,LV6000198877,,,440
34,ISL22-20.6,LV3005274011,LV6000198877,LV7008961001,LV7008961001-LV6000198877-LV3005274011,440
35,ISL22-20.6,LV3005274025,LV6000198885,,,446.5
36,ISL22-20.6,LV3005274025,LV6000198885,LV7008961013,LV7008961013-LV6000198885-LV3005274025,446.5
37,ISL21-15A,LV3005273889,LV6000198594,LV7008955370,LV7008955370-LV6000198594-LV3005273889,90
38,ISL21-10A,LV3005274922,LV6000198625,LV7008955334,LV7008955334-LV6000198625-LV3005274922,91
39,ISL22-24,LV3005274144,LV7005365950,LV7008955352,LV7008955352-LV7005365950-LV3005274144,66.5
40,ISL22-24,LV3005274125,LV7005365958,LV7008955376,LV7008955376-LV7005365958-LV3005274125,69
41,ISL22-27,LV3005274179,LV7005365964,LV7008955299,LV7008955299-LV7005365964-LV3005274179,76.5
42,ISL22-27,LV3005274193,LV7005365972,LV7008955323,LV7008955323-LV7005365972-LV3005274193,79
43,ISL22-48-1,LV3005274249,LV7005365969,LV7008955289,LV7008955289-LV7005365969-LV3005274249,95
44,ISL22-48-1,LV3005274246,LV7005365977,LV7008955301,LV7008955301-LV7005365977-LV3005274246,99.5
45,ISL21-13,LV3005273834,LV6000198609,LV7008955298,LV7008955298-LV6000198609-LV3005273834,145.5
46,ISL22-48.6,LV3005274765,LV6000200082,LV7008960459,LV7008960459-LV6000200082-LV3005274765,213.5
47,ISL22-48.6,LV3005274894,LV6000200121,LV7008960471,LV7008960471-LV6000200121-LV3005274894,216.5
48,ISL22-48.6,LV3005274910,LV6000200113,LV7008960483,LV7008960483-LV6000200113-LV3005274910,219.5
49,ISL22-48.6,LV3005274893,LV6000200105,LV7008960495,LV7008960495-LV6000200105-LV3005274893,222.5
50,ISL22-48.6,LV3005274908,LV6000200097,LV7008960507,LV7008960507-LV6000200097-LV3005274908,225.5
51,ISL22-48.6,LV3005274892,LV6000198777,LV7008960446,LV7008960446-LV6000198777-LV3005274892,228
52,ISL22-48.6,LV3005274892,LV6000198777,LV7008960446,LV7008960446-LV6000198777-LV3005274892,228
53,ISL22-48.6,LV3005274907,LV6000198663,LV7008960458,LV7008960458-LV6000198663-LV3005274907,231
54,ISL22-48.6,LV3005274907,LV6000198663,LV7008960458,LV7008960458-LV6000198663-LV3005274907,231
55,ISL22-48.6,LV3005274890,LV6000198793,LV7008960470,LV7008960470-LV6000198793-LV3005274890,234.5
56,ISL22-48.6,LV3005274890,LV6000198793,LV7008960470,LV7008960470-LV6000198793-LV3005274890,234.5
57,ISL22-48.6,LV3005274906,LV6000198801,LV7008960482,LV7008960482-LV6000198801-LV3005274906,237
58,ISL22-48.6,LV3005274906,LV6000198801,LV7008960482,LV7008960482-LV6000198801-LV3005274906,237
59,ISL22-48.6,LV3005274912,LV6000198809,LV7008960494,LV7008960494-LV6000198809-LV3005274912,240
60,ISL22-48.6,LV3005274912,LV6000198809,LV7008960494,LV7008960494-LV6000198809-LV3005274912,240
61,ISL22-48.6,LV3005274911,LV6000198671,LV7008960506,LV7008960506-LV6000198671-LV3005274911,243
62,ISL22-48.6,LV3005274911,LV6000198671,LV7008960506,LV7008960506-LV6000198671-LV3005274911,243
63,ISL22-48.6,LV3005274896,LV6000198778,LV7008960518,LV7008960518-LV6000198778-LV3005274896,246
64,ISL22-48.6,LV3005274896,LV6000198778,LV7008960518,LV7008960518-LV6000198778-LV3005274896,246
65,ISL22-48.6,LV3005274889,LV6000198786,LV7008960530,LV7008960530-LV6000198786-LV3005274889,249
66,ISL22-48.6,LV3005274889,LV6000198786,LV7008960530,LV7008960530-LV6000198786-LV3005274889,249
67,ISL22-48.6,LV3005274862,LV6000198794,LV7008960445,LV7008960445-LV6000198794-LV3005274862,251.5
68,ISL22-48.6,LV3005274862,LV6000198794,LV7008960445,LV7008960445-LV6000198794-LV3005274862,251.5
69,ISL22-48.6,LV3005274877,LV6000198802,LV7008960457,LV7008960457-LV6000198802-LV3005274877,255
70,ISL22-48.6,LV3005274877,LV6000198802,LV7008960457,LV7008960457-LV6000198802-LV3005274877,255
71,ISL22-48.6,LV3005274861,LV6000198810,LV7008960469,LV7008960469-LV6000198810-LV3005274861,258
72,ISL22-48.6,LV3005274861,LV6000198810,LV7008960469,LV7008960469-LV6000198810-LV3005274861,258
73,ISL22-48.6,LV3005274876,LV6000198818,LV7008960481,LV7008960481-LV6000198818-LV3005274876,260.5
74,ISL22-48.6,LV3005274876,LV6000198818,LV7008960481,LV7008960481-LV6000198818-LV3005274876,260.5
75,ISL22-48.6,LV3005274860,LV6000198779,LV7008960493,LV7008960493-LV6000198779-LV3005274860,263.5
76,ISL22-48.6,LV3005274860,LV6000198779,LV7008960493,LV7008960493-LV6000198779-LV3005274860,263.5
